ev_id;ntsb_no;ev_type;ev_date;ev_dow;ev_time;ev_tmzn;ev_city;ev_state;ev_country;ev_site_zipcode;ev_year;ev_month;mid_air;on_ground_collision;latitude;longitude;latlong_acq;apt_name;ev_nr_apt_id;ev_nr_apt_loc;apt_dist;apt_dir;apt_elev;wx_brief_comp;wx_src_iic;wx_obs_time;wx_obs_dir;wx_obs_fac_id;wx_obs_elev;wx_obs_dist;wx_obs_tmzn;light_cond;sky_cond_nonceil;sky_nonceil_ht;sky_ceil_ht;sky_cond_ceil;vis_rvr;vis_rvv;vis_sm;wx_temp;wx_dew_pt;wind_dir_deg;wind_dir_ind;wind_vel_kts;wind_vel_ind;gust_ind;gust_kts;altimeter;wx_dens_alt;wx_int_precip;metar;ev_highest_injury;inj_f_grnd;inj_m_grnd;inj_s_grnd;inj_tot_f;inj_tot_m;inj_tot_n;inj_tot_s;inj_tot_t;invest_agy;ntsb_docket;ntsb_notf_from;ntsb_notf_date;ntsb_notf_tm;fiche_number;lchg_date;lchg_userid;wx_cond_basic;faa_dist_office;dec_latitude;dec_longitude
20230109106555;WPR23LA085;ACC;2022/12/19 00:00:00;Mo;930;;Benson;AZ;USA;85602;2022;12;;;315958N;1102129W;MEAS;Benson Municpal;E95;ONAP;0,10;271;3830;;WFAC;951;347;KFHU;4698;27;;DAYL;CLER;0;0;NONE;;;10,00;46;27;0;U;;F;F;0;30,26;;;SPECI KFHU 191651Z AUTO 00000KT 10SM CLR 08/M03 A3026 RMK AO2 SLP236=;MINR;;;;0;1;0;0;1;N;;;;;;2023/3/2 19:00:05;coln;VMC;;31,99;-110,35
20230110106556;ERA23LA106;ACC;2022/11/18 00:00:00;Fr;1505;UTC;Mashpee;MA;USA;2649;2022;11;;;413920N;0702744W;MEAS;;;OFAP;0,00;;;;WFAC;1956;83;HYA;37;9;;DAYL;FEW;3600;0;NONE;;;10,00;43;30;240;U;10;F;T;0;29,98;;;METAR KHYA 181956Z 24010KT 10SM FEW036 SCT050 06/M01 A2998 RMK AO2  ;NONE;;0;;0;0;9;0;9;N;;;;;;2023/3/30 18:00:03;coln;VMC;;41,65;-70,46
20230110106557;ANC23LA011;ACC;2023/1/2 00:00:00;Mo;1457;UTC;Kenai;AK;USA;99611;2023;1;;;604335N;1511757W;MEAS;McGahan Industrial;AK73;OFAP;0,50;300;150;;PILO;1457;0;;;0;;DAYL;UNK;0;0;OVC;;;10,00;32;0;0;Y;;T;T;0;2896,00;;;SA	03/01/2023 01:53->METAR PAEN 030153Z 12006KT 10SM BKN100 02/M01 A2903 RMK AO2 SLP831 T00221011=;MINR;;;;0;1;0;0;1;N;;;;;;2023/3/30 18:00:03;stam;VMC;;60,72;-151,29
20230110106558;CEN23LA075;ACC;2023/1/3 00:00:00;Tu;2304;UTC;Yukon;OK;USA;73099;2023;1;;;352919N;0974917W;;Clarence E. Page-Cimmaron-Yuko;RCE;ONAP;0,00;350;1359;;;1635;148;KRCE;1355;0;;DUSK;CLER;0;0;NONE;;;10,00;48;27;300;U;7;F;T;0;29,83;;;KRCE 032235Z AUTO 30007KT 10SM CLR 09/M03 A2983 RMK AO2;NONE;;;;0;0;1;0;1;N;;;;;;2023/3/30 18:00:04;coln;VMC;;35,48;-97,82
20230110106559;GAA23WA054;ACC;2023/1/10 00:00:00;Tu;1230;UTC;Changuinoia;;PM;0;2023;1;Y;N;;;;;;;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;;;;;0;0;0;0;;O;;;;;;2023/2/8 02:40:29;wild2;;;;
20230110106560;ERA23LA107;ACC;2023/1/1 00:00:00;Su;1930;UTC;Old Bridge;NJ;USA;;2023;1;;;040201N;0742031W;MEAS;OLD BRIDGE;3N6;ONAP;0,50;240;87;;PILO;1856;131;BLM;159;13;;NDRK;SCAT;8000;0;;;;10,00;46;41;250;U;6;F;T;0;30,04;;;METAR KBLM 012356Z AUTO 25006KT 10SM SCT080 08/05 A3004 RMK AO2 SLPNO T00830050 10133 20083 53021=;NONE;;0;;0;0;1;0;1;N;;;;;;2023/6/15 18:00:07;coln;VMC;;40,33;-74,34
20230110106561;WPR23LA086;ACC;2023/1/7 00:00:00;Sa;2118;UTC;Kent;WA;USA;98032;2023;1;;;472151N;1221352W;;;N/A;OFAP;0,00;;;;WFAC;2128;5;KRNT;18;8;;DAYL;;0;4800;BKN;;;5,00;46;45;0;U;;F;F;0;29,80;;;SPECI KRNT 072128Z 00000KT 5SM -RA BR BKN048 OVC060 08/07 A2980 RMK AO2 P0000 T00830072=;SERS;;;;0;0;0;2;2;N;;;;;;2025/1/29 19:00:17;swia;VMC;;47,36;-122,23
20230110106562;CEN23LA076;ACC;2023/1/5 00:00:00;Th;1720;UTC;Council Bluffs;IA;USA;51503;2023;1;;;411536N;0954531W;MEAS;COUNCIL BLUFFS MUNI;CBF;OFAP;0,00;217;1244;;WFAC;1755;223;KCBF;1253;0;;DAYL;CLER;0;0;NONE;;;10,00;30;19;330;U;12;F;T;0;30,05;;;METAR KCBF 051755Z AUTO 33012KT 10SM CLR M01/M07 A3005 RMK AO2=;NONE;0;0;0;0;0;2;0;2;N;;;;;;2023/6/22 18:00:07;coln;VMC;;41,26;-95,75
20230111106564;ENG23WA011;INC;2022/12/20 00:00:00;Tu;1743;UTC;Geneva;;SZ;0;2022;12;;;454737N;0053536E;MEAS;;LSGG;;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;;;;;0;0;0;0;;O;;;;;;2023/3/6 19:30:46;reih;;;45,79;5,59
20230112106565;ERA23FA108;ACC;2023/1/11 00:00:00;We;2309;UTC;Dayton;VA;USA;22821;2023;1;;;383142N;0079757W;;;;OFAP;0,00;;;;WFAC;1755;135;KVBW;1165;13;;NITE;;0;3800;BKN;;;7,00;39;34;190;U;7;F;F;0;30,13;;;;FATL;;0;;1;0;0;0;1;N;;;;;;2025/7/8 18:00:03;mord;IMC;;38,52;-79,13
20230112106566;CEN23FA077;ACC;2023/1/12 00:00:00;Th;124;UTC;Auburn;NE;USA;68305;2023;1;;;402142N;0954647W;MEAS;Farington Field;K01;OFAP;1,50;165;924;;WFAC;1915;345;KAFK;1153;14;;NITE;SCAT;12000;0;;;;10,00;32;28;10;U;12;F;T;0;29,90;;;KAFK 120115Z AUTO 01012KT 10SM SCT120 00/M02 A2990 RMK AO2;FATL;;;;2;0;0;0;2;N;;;;;;2024/9/5 18:00:06;cort;VMC;;40,36;-95,77
20230112106567;GAA23WA055;ACC;2023/1/6 00:00:00;Fr;1920;UTC;Marabá Paulista;;BR;;2023;1;;;221314S;0052736W;MEAS;;SDNE;OFAP;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;FATL;;;;1;0;0;0;1;O;;;;;;2023/1/18 19:25:34;hicr;;;-22,22;-52,12
20230113106572;DCA23WA127;INC;2023/1/12 00:00:00;Th;652;UTC;Amsterdam;;NL;;2023;1;;;;;;;;;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;;;;;0;0;0;0;;O;;;;;;2023/3/30 12:48:41;sils1;;;;
20230113106575;ERA23FA109;ACC;2023/1/13 00:00:00;Fr;117;UTC;Dawsonville;GA;USA;30534;2023;1;;;342141N;0084813W;MEAS;;;OFAP;0,00;;;;WFAC;2015;259;CNI;1221;14;;NDRK;;0;900;BKN;;;1,00;54;52;270;U;3;F;T;0;29,79;;;METAR KCNI 130115Z AUTO 27003KT 1SM VCTSBR BKN009 OVC026 12/11 A2979 RMK AO2 LTG DSNT NE T01160114=;FATL;0;0;0;1;0;0;0;1;N;;;;;;2024/5/2 18:00:06;coln;IMC;;34,36;-84,13
20230114106576;DCA23WA124;INC;2023/1/5 00:00:00;Th;53;UTC;Hahn;;GE;;2023;1;;;;;;;;;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;;;;;0;0;0;0;;O;;;;;;2023/1/19 22:18:30;warl;;;;
20230115106577;DCA23LA125;INC;2023/1/14 00:00:00;Sa;144;UTC;Queens;NY;USA;;2023;1;;;403829N;0734641W;;John F. Kennedy International ;KJFK;ONAP;0,45;;13;;;151;0;JFK;;0;;NITE;CLER;0;3000;OVC;;;;4;-4;320;U;17;F;F;25;29,70;;;;NONE;;;;0;0;308;0;308;N;;;;;;2024/6/12 14:12:48;coln;VMC;;40,64;-73,77
20230116106578;GAA23WA056;ACC;2023/1/10 00:00:00;Tu;1230;UTC;Lesna Jania;;PL;0;2023;1;;;534318N;0183616E;MEAS;;;OFAP;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;FATL;;;;1;0;0;0;1;O;;;;;;2023/1/19 01:23:20;saua;;;53,72;18,60
20230116106579;CEN23FA079;ACC;2023/1/16 00:00:00;Mo;1842;UTC;Kingfisher;OK;USA;73750;2023;1;;;355227N;0974734W;;;;OFAP;0,00;;;;WFAC;1853;94;KGOK;1065;18;;DAYL;CLER;0;0;NONE;;;10,00;59;34;270;U;7;F;T;0;29,64;;;METAR KGOK 161853Z AUTO 27007KT 10SM CLR 15/01 A2964 RMK AO2 SLP034 T01500006=;FATL;;;;2;0;0;0;2;N;;;;;;2025/2/5 19:00:00;bowl;VMC;;35,87;-97,79
20230117106580;ERA23LA110;ACC;2022/11/13 00:00:00;Su;1545;UTC;Fulton;NY;USA;13069;2022;11;;;043213N;0762315W;MEAS;Oswego County Airport;FZY;ONAP;0,00;0;446;;WFAC;605;0;FZY;471;0;;DAYL;FEW;0;2500;NONE;;;10,00;37;30;140;U;5;F;T;0;2998,00;;;;NONE;;0;;0;0;2;0;2;N;;;;;;2023/6/6 12:41:12;coln;VMC;;43,35;-76,38
20230117106582;CEN23LA080;ACC;2023/1/10 00:00:00;Tu;1358;UTC;Bolingbrook;IL;USA;60440;2023;1;;;414341N;0008826W;MEAS;;;OFAP;0,00;;;;WFAC;1345;197;KLOT;660;8;;DAYL;CLER;0;0;NONE;;;10,00;48;41;200;U;4;F;T;0;29,85;;;METAR KLOT 101945Z 20004KT 10SM CLR 09/05 A2985=
;NONE;;;;0;0;1;0;1;N;;;;;;2023/3/2 19:00:05;coln;VMC;;41,72;-88,03
20230117106583;ERA23LA111;ACC;2023/1/10 00:00:00;Tu;2243;UTC;Somerville;TN;USA;38068;2023;1;Y;N;035132N;0892248W;MEAS;FAYETTE COUNTY;FYE;ONAP;0,40;51;435;;WFAC;1650;235;OLV;404;24;;DAYL;;0;1800;OVC;;;10,00;59;54;200;U;10;F;T;0;29,96;;;KOLV 102250Z 20010KT 10SM OVC018 15/12 A2996;NONE;;0;;0;0;2;0;2;N;;;;;;2023/6/15 18:00:07;coln;VMC;;35,21;-89,38
20230117106584;CEN23LA081;ACC;2023/1/14 00:00:00;Sa;2025;UTC;Conroe;TX;USA;77301;2023;1;;;301822N;0952746W;MEAS;;None;OFAP;0,00;;;;WFAC;1453;35;KCXO;228;4;;DAYL;CLER;0;0;NONE;;;10,00;63;32;150;U;9;F;T;0;30,22;;;METAR KCXO 142053Z 15009KT 10SM CLR 17/00 A3022 RMK AO2 SLP231 T01720000 56039=;SERS;;;;0;1;0;1;2;N;;;;;;2024/3/28 18:00:07;coln;VMC;;30,30;-95,46
20230117106585;CEN23LA082;ACC;2023/1/14 00:00:00;Sa;1815;UTC;Las Animas;CO;USA;81054;2023;1;;;038315N;1031418W;MEAS;Bent County Airport;7V9;ONAP;0,25;180;3915;;WFAC;1130;270;LHX;4229;13;;DAYL;CLER;0;0;NONE;;;10,00;46;21;290;U;6;F;F;0;29,87;;;;NONE;;;;0;0;3;0;3;N;;;;;;2024/3/28 18:00:08;coln;VMC;;38,05;-103,23
20230117106587;CEN23LA083;ACC;2023/1/15 00:00:00;Su;1530;UTC;Brashear ;TX;USA;75420;2023;1;;;032593N;0954136W;EST;N/A;N/A;OFAP;0,00;;;;WFAC;936;64;KSLR;489;7;;DAYL;;0;1000;BKN;;;10,00;52;46;170;U;11;F;F;16;30,02;;;METAR KSLR 151535Z AUTO 17011G16KT 10SM BKN010 11/08 A3002;NONE;;0;;0;0;1;0;1;N;;;;;;2023/6/22 18:00:07;coln;VMC;;32,98;-95,69
20230117106588;CEN23FA084;ACC;2023/1/17 00:00:00;Tu;1636;UTC;Yoakum;TX;USA;77995;2023;1;;;291823N;0097640W;MEAS;YOAKUM MUNI;T85;ONAP;1,50;106;365;;WFAC;1030;160;KVCT;111;28;;DAYL;SCAT;1300;0;;;;7,00;70;66;180;U;3;F;T;0;29,88;;;KVCT 171630Z 18003KT 7SM SCT013 21/19 A2988 RMK AO2 T02060189 $;FATL;0;0;0;4;0;0;1;5;N;;;;;;2025/2/13 19:20230117106589;ANC23LA012;ACC;2023/1/16 00:00:00;Mo;1515;UTC;Kualapuu;HI;USA;96757;2023;1;;;021822N;0015784W;;Molokai Airport;MKK;OFAP;1,50;235;454;;PILO;1354;68;PHMK;440;2;;NDRK;FEW;5000;0;;;;10,00;79;68;310;U;5;F;T;0;30,06;;;PHMK 162354Z 31005KT 10SM FEW050 26/20 A3006 RMK AO2 SLP183 T02610200 10272 20200 58029;SERS;;;;0;1;0;1;2;N;;;;;;2024/12/13 16:57:36;dobn;VMC;;21,13;-157,13
20230118106590;CEN23LA085;ACC;2023/1/17 00:00:00;Tu;1444;UTC;Brush;CO;USA;80723;2023;1;;;401552N;1033432W;MEAS;Brush Municipal Airport ;7V5;ONAP;0,00;0;4280;;PILO;1435;270;KFMM;;11;;DAYL;;0;700;OVC;;;7,00;28;28;70;U;11;F;F;0;2970,00;;;SA	17/01/2023 22:15->METAR KFMM 172215Z AUTO 08011KT 6SM BR OVC006 M02/M02 A2970 RMK AO2
SA	17/01/2023 21:55->METAR KFMM 172155Z AUTO 07011KT 7SM OVC007 M02/M02 A2968 RMK AO2
SA	17/01/2023 21:35->METAR KFMM 172135Z AUTO 08010KT 7SM OVC008 M02/M02 A2969 RMK AO2;NONE;;;;0;0;2;0;2;N;;;;;;2023/3/2 19:00:05;coln;VMC;;40,26;-103,57
20230118106591;ERA23LA112;ACC;2023/1/18 00:00:00;We;1403;UTC;Middlefield;OH;USA;44062;2023;1;;;412659N;0081347W;MEAS;GEAUGA COUNTY;7G8;ONAP;1,00;0;1174;;WFAC;915;211;POV;1198;16;;DAYL;;0;1000;OVC;;;0,50;36;32;260;U;6;F;T;0;29,97;;;METAR KPOV 181415Z AUTO 26006KT 2 1/2SM OVC010 02/00 A2997 RMK AO2 T00220000 PWINO=;NONE;;0;;0;0;6;0;6;N;;;;;;2024/10/3 18:00:10;broda;IMC;;41,44;-81,06
20230118106592;ANC23LA013;ACC;2023/1/14 00:00:00;Sa;30;UTC;Wasilla;AK;USA;99654;2023;1;;;611957N;0150438W;MEAS;;;OFAP;0,00;;;;WFAC;1553;161;PALH;82;10;;DAYL;;0;5500;BKN;;;10,00;21;16;50;U;7;F;T;0;29,45;;;METAR PALH 140053Z AUTO 05007KT 10SM BKN055 OVC100 M06/M09 A2945 RMK AO2 SLP975 T10611094 TSNO=;NONE;;;;0;0;1;0;1;N;;;;;;2023/10/5 18:00:08;coln;VMC;;61,33;-150,07
20230118106593;WPR23LA087;ACC;2023/1/18 00:00:00;We;1518;UTC;Poplar;MT;USA;59255;2023;1;;;004884N;0105944W;;POPLAR MUNI;PO1;ONAP;0,00;87;2037;;WFAC;800;0;KPO1;2037;0;;DAYL;;0;400;OVC;;;3,00;27;27;110;U;9;F;T;0;29,90;;;	
METAR KPO1 181500Z AUTO 11009KT 3SM BR OVC004 M03/M03 A2990;NONE;;;;0;0;3;0;3;N;;;;;;2023/4/20 18:30:23;broda;IMC;;48,13;-105,16
20230118106594;GAA23WA057;INC;2023/1/8 00:00:00;Su;1130;;Hamilton Island;;AS;;2023;1;;;;;;;;;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;NONE;;;;0;0;1;0;1;O;;;;;;2023/2/16 17:36:55;bakd;;;;
20230118106595;WPR23LA088;ACC;2023/1/12 00:00:00;Th;1900;UTC;Agua Caliente Springs;CA;USA;92036;2023;1;;;325720N;1161742W;;Agua Caliente Springs;L54;ONAP;0,00;0;1220;;WFAC;1400;0;KL08;522;18;;DAYL;CLER;0;0;;;;;64;28;0;U;;F;T;0;30,28;;;
METAR KL08 121935Z AUTO 00000KT 10SM CLR 18/M02 A3028 RMK AO2=;NONE;0;0;0;0;0;1;0;1;N;;;;;;2023/6/23 18:00:00;coln;VMC;;32,95;-116,29
20230118106596;WPR23LA089;ACC;2023/1/12 00:00:00;Th;1300;UTC;Yelm;WA;USA;98597;2023;1;;;465534N;1223330W;;Western Air Park;06WN;ONAP;0,30;272;389;;WFAC;1255;354;KGRF;302;9;;DAYL;;0;6500;BKN;;;10,00;55;50;0;U;;F;F;0;29,81;;;METAR KGRF 122055Z AUTO 00000KT 10SM -DZ BKN065 13/10 A2981 RMK AO2 RAB1958E16DZB16E18DZB35 SLP099 P0000 60002 T01250095 58013 ;NONE;;;;0;0;1;0;1;N;;;;;;2023/3/23 18:00:01;coln;VMC;;46,92;-122,55
20230118106597;WPR23LA090;ACC;2023/1/16 00:00:00;Mo;1730;UTC;Minidoka;ID;USA;83349;2023;1;;;043213N;0113443W;EST;Laidlaw Corrals AIrport;U99;ONAP;0,00;;4448;;WFAC;1253;183;KBYI;4143;30;;DAYL;CLER;0;0;NONE;;;10,00;37;27;0;Y;;T;T;0;29,62;;;METAR KBYI 161853Z AUTO VRB04KT 10SM CLR 03/M03 A2962;NONE;;;;0;0;1;0;1;N;;;;;;2023/6/23 18:00:01;coln;VMC;;43,03;-113,73
20230118106598;WPR23LA091;ACC;2023/1/15 00:00:00;Su;1030;UTC;San Diego;CA;USA;92123;2023;1;;;324849N;0117830W;;Montgomery-Gibbs Executive AIr;MYF;ONAP;0,00;;427;;WFAC;1000;0;KMYF;418;0;;DAYL;SCAT;1200;8500;BKN;;;8,00;57;52;290;U;12;F;T;0;29,94;;;KMYF 151753Z 29012KT 8SM SCT012 SCT055 BKN085 14/11 A2994 RMK AO2 SLP135 60000 T01390106 10144 20122 53013=;NONE;;;;0;0;4;0;4;N;;;;;;2023/3/2 19:00:06;coln;VMC;;32,81;-117,14
20230118106599;WPR23FA092;ACC;2023/1/18 00:00:00;We;2107;UTC;Modesto;CA;USA;95354;2023;1;;;037376N;1205617W;;MODESTO CITY-COUNTY-HARRY SHAM;MOD;ONAP;1,00;120;99;;WFAC;1253;330;MOD;87;1;;DAYL;CLER;0;0;;;;10,00;51;41;200;U;6;F;T;0;30,08;;;12:53 PM	51 °F	41 °F	68 %	SSW	6 mph20230119106604;WPR23LA094;ACC;2023/1/19 00:00:00;Th;1600;UTC;Carlsbad;CA;USA;92011;2023;1;;;033625N;1171917W;MEAS;;;OFAP;0,00;;;;WFAC;853;58;KCRQ;313;3;;DAYL;CLER;0;0;NONE;;;10,00;50;39;80;U;3;F;T;0;30,15;;;	
METAR KCRQ 191653Z 08003KT 10SM CLR 10/04 A3015 RMK AO2 SLP210 T01000039=;NONE;;;;0;0;3;0;3;N;;;;;;2025/3/5 19:00:01;cawj;VMC;;33,10;-117,32
04;coln;VMC;;61,21;-149,85
49;-119,76
20230119106606;ENG23WA013;ACC;2022/12/30 00:00:00;Fr;;;Venado;OF;MX;;2022;12;;;225248N;0104412W;;;;;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;FATL;;;;2;0;0;0;2;O;;;;;;2023/3/7 13:25:08;broda;;;22,88;-104,07
20230119106607;CEN23LA086;ACC;2023/1/10 00:00:00;Tu;1240;UTC;Fowlerton;TX;USA;78921;2023;1;;;281520N;0984422W;MEAS;;;OFAP;0,00;;;;WFAC;1853;296;KCOT;472;28;;DAYL;CLER;0;0;NONE;;;10,00;75;59;0;Y;;T;T;0;30,06;;;KCOT 101853Z AUTO VRB05KT 10SM CLR 24/15 A3006 RMK AO2 SLP172 T0239015;MINR;;;;0;1;0;0;1;N;;;;;;2023/3/23 18:00:01;coln;VMC;;28,25;-98,73
20230120106608;ERA23FA113;ACC;2023/1/19 00:00:00;Th;2229;UTC;North Castle;NY;USA;10504;2023;1;;;041455N;0734341W;MEAS;WESTCHESTER COUNTY;HPN;OFAP;1,20;315;439;;WFAC;1750;139;KHPN;370;2;;NITE;;0;200;OVC;;;1,00;37;36;90;U;6;F;T;0;29,75;;;KHPN 192250Z 09006KT 1SM R16/P6000FT UP BR OVC002 03/02 A2975 RMK AO2 RAE08UPB08E11B43 P0000;FATL;;;;2;0;0;0;2;N;;;;;;2025/3/19 18:00:01;coln;IMC;;41,08;-73,72
20230120106611;ENG23WA014;INC;2023/1/16 00:00:00;Mo;1236;UTC;Hohn;;GE;;2023;1;;;;;;;;;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;;;;;0;0;0;0;;O;;;;;;2023/3/7 13:39:42;defc;;;;
20230123106615;ERA23LA114;ACC;2023/1/20 00:00:00;Fr;2015;UTC;Wauchula;FL;USA;;2023;1;;;273054N;0815250W;MEAS;WAUCHULA MUNI;CHN;ONAP;0,00;31;107;;WFAC;1545;11;KBOW;125;26;;DAYL;CLER;0;0;NONE;;;10,00;81;63;300;U;3;F;T;0;30,09;;;METAR KBOW 202045Z 30003KT 10SM SKC 27/17 A3009;MINR;;;;0;1;0;0;1;N;;;;;;2023/6/15 18:00:08;coln;VMC;;27,51;-81,88
20230123106616;ERA23LA115;ACC;2023/1/20 00:00:00;Fr;1340;UTC;Benton;TN;USA;37307;2023;1;;;351115N;0843333W;MEAS;;;OFAP;0,00;;;;WFAC;1415;336;MMI;874;7;;DAYL;CLER;0;0;NONE;;;10,00;50;28;0;Y;;T;T;0;30,14;;;KMMI 201915Z AUTO VRB05KT 10SM CLR 10/M02 A3014 RMK A01;MINR;;0;;0;1;0;0;1;N;;;;;;2023/6/15 18:00:08;coln;VMC;;35,18;-84,55
20230123106617;ERA23LA116;ACC;2023/1/19 00:00:00;Th;1615;UTC;Orlando;FL;USA;;2023;1;;;282531N;0811948W;MEAS;ORLANDO INTL;MCO;ONAP;0,00;257;96;;;1053;144;MCO;89;1;;DAYL;FEW;2500;25000;BKN;;;10,00;73;63;180;U;13;F;T;0;30,14;;;KMCO 191553Z 18013KT 10SM FEW025 SCT055 BKN250 23/17 A3014 RMK AO2 SLP203 T02330167;NONE;;0;;0;0;1;0;1;N;;;;;;2023/6/15 18:00:08;coln;VMC;;28,42;-81,32
20230123106618;WPR23LA095;ACC;2023/1/20 00:00:00;Fr;930;UTC;Calexico;CA;USA;92231;2023;1;;;324012N;1153112W;;Calexico Intl;CXL;ONAP;0,00;;6;;WFAC;900;330;KIPL;-54;10;;DAYL;CLER;0;0;NONE;;;10,00;32;25;30;U;8;F;T;0;3023,00;;; KIPL 201753Z AUTO 03008KT 10SM CLR 14/M04 A3023;NONE;;;;0;0;3;0;3;N;;;;;;2023/3/20 18:11:55;broda;VMC;;32,67;-115,52
20230123106619;CEN23LA087;ACC;2023/1/20 00:00:00;Fr;2234;UTC;Shreveport;LA;USA;;2023;1;;;323245N;0093451W;MEAS;SHREVEPORT DOWNTOWN;DTN;ONAP;0,00;312;179;;WFAC;1636;148;KDTN;172;0;;DUSK;;0;9000;OVC;;;10,00;54;36;130;U;4;F;T;0;30,23;;;SPECI KDTN 202236Z 13004KT 10SM OVC090 12/02 A3023 RMK AO2 T01220017=;NONE;;;;0;0;1;0;1;N;;;;;;2024/3/28 18:00:08;coln;VMC;;32,54;-93,75
20230123106620;CEN23LA088;ACC;2023/1/22 00:00:00;Su;1727;UTC;Tomball ;TX;USA;77375;2023;1;;;003030N;0954046W;EST;;;OFAP;0,00;;;;WFAC;1153;80;DWH;154;7;;DAYL;CLER;0;0;NONE;;;10,00;55;36;320;U;10;F;F;16;30,02;;;METAR KDWH 221753Z 32010G16KT 10SM CLR 13/02 A3002 RMK AO2 SLP165 T01330017 10144 20072 50002=;NONE;;0;;0;0;1;0;1;N;;;;;;2025/3/5 19:00:04;foxt;VMC;;30,05;-95,67
20230123106621;CEN23LA089;ACC;2023/1/20 00:00:00;Fr;1450;UTC;San Antonio;TX;USA;;2023;1;;;294420N;0098274W;;Bulverde;1TT8;ONAP;0,00;180;1080;;;851;188;KSAT;799;12;;DAYL;;0;6000;OVC;;;10,00;55;30;60;U;6;F;T;0;30,20;;;KSAT 201451Z 06006KT 10SM OVC060 13/M01 A3020 RMK AO2 SLP215 T01331011 51020
;NONE;;;;0;0;2;0;2;N;;;;;;2023/3/30 18:00:05;coln;VMC;;29,73;-98,45
20230123106622;CEN23LA090;ACC;2023/1/20 00:00:00;Fr;1830;UTC;Hyan20230124106627;WPR23LA096;ACC;2023/1/23 00:00:00;Mo;2330;UTC;Mesa;AZ;USA;85212;2023;1;;;331836N;1113936W;;Phoenix-Mesa Gateway;KIWA;ONAP;0,00;;1384;;WFAC;1631;0;KIWA;1384;0;;DAYL;;7000;7000;BKN;;;10,00;46;18;240;U;3;F;T;0;29,98;;;SPECI KIWA 232331Z 24003KT 10SM BKN070 BKN085 08/M08 A2998 RMK ACFT MSHP;NONE;;;;0;0;3;0;3;N;;;;;;2024/5/14 18:00:04;coln;VMC;;33,31;-111,66

oln;VMC;;42,74;-94,64
20230124106629;ANC23LA015;ACC;2023/1/16 00:00:00;Mo;2308;UTC;Anchorage;AK;USA;99515;2023;1;;;061756N;1495642W;;Campbell Lake ;A11;ONAP;0,00;0;20;;PILO;1408;0;;;0;;DAYL;CLER;0;0;;;;9,00;25;0;0;Y;;T;T;0;0,00;;;METAR PALH 162353Z AUTO 33003KT 10SM FEW120 M04/M06 A2917 RMK AO2 SLP880 T10391056 11033 21050 56007 TSNO=;NONE;;;;0;0;1;0;1;N;;;;;;2023/4/6 18:00:00;coln;VMC;;61,13;-149,94
20230124106630;CEN23LA093;ACC;2023/1/24 00:00:00;Tu;2039;UTC;Indianapolis;IN;USA;46227;2023;1;;;039425N;0086813W;MEAS;;TYQ ;OFAP;0,00;;;;;2054;282;KIND;792;7;;DAYL;FEW;3000;25000;OVC;;;10,00;43;28;230;U;3;F;T;0;30,14;;;METAR KIND 242054Z 23003KT 10SM FEW030 OVC250 06/M02 A3014 RMK AO2 SLP212 T00611022 56024=
;FATL;;;;1;0;0;0;1;N;;;;;;2023/4/27 18:00:02;grem;VMC;;39,70;-86,13
20230124106631;WPR23LA097;ACC;2023/1/24 00:00:00;Tu;2100;UTC;Sweet Home;OR;USA;97386;2023;1;;;441448N;0122224W;MEAS;;;OFAP;0,00;;;;WFAC;1856;89;KRDM;3049;53;;DAYL;CLER;0;0;NONE;;;10,00;48;25;100;U;4;F;T;0;30,47;;;METAR KRDM 241856Z 10004KT 10SM CLR 09/M04 A3047 RMK AO2 SLP333 T00891044=;NONE;;;;0;0;1;0;1;N;;;;;;2024/11/7 19:00:05;coln;VMC;;44,24;-122,36
20230125106632;DCA23LA133;INC;2023/1/24 00:00:00;Tu;210;UTC;Honolulu;HI;USA;;2023;1;;;021197N;1575519W;;Daniel K. Inouye International;HNL;ONAP;0,00;0;12;;;409;0;PHNL;;0;;DAYL;;0;0;;;;11,50;82;68;210;U;10;F;T;0;2997,00;;;;NONE;;;;0;0;303;0;303;N;;;;;;2025/2/26 19:00:04;warl;VMC;;21,31;-157,92
